CustomerID,Churn Value,Product Category,Product Value
8949-JTMAY,1,Internet Service,Fiber optic
0960-HUWBM,0,Internet Service,Fiber optic
9992-UJOEL,0,Internet Service,DSL
5227-JSCFE,0,Internet Service,DSL
1399-UBQIU,0,Internet Service,DSL
8348-HFYIV,1,Internet Service,DSL
3550-SAHFP,1,Internet Service,Fiber optic
0052-YNYOT,0,Internet Service,No
8259-DZLIZ,0,Internet Service,DSL
1074-AMIOH,0,Internet Service,Fiber optic
0877-SDMBN,1,Internet Service,Fiber optic
0508-OOLTO,0,Internet Service,Fiber optic
5494-WOZRZ,0,Internet Service,DSL
1930-QPBVZ,0,Internet Service,Fiber optic
8445-DNBAE,0,Internet Service,DSL
8034-RYTVV,0,Internet Service,Fiber optic
7967-HYCDE,0,Internet Service,Fiber optic
5930-GBIWP,0,Internet Service,DSL
6483-OATDN,0,Internet Service,DSL
6861-OKBCE,1,Internet Service,No
6941-PMGEP,1,Internet Service,Fiber optic
6838-YAUVY,0,Internet Service,Fiber optic
6825-UYPFK,1,Internet Service,Fiber optic
4892-VLANZ,1,Internet Service,No
9754-CLVZW,0,Internet Service,DSL
1323-OOEPC,1,Internet Service,Fiber optic
6507-ZJSUR,0,Internet Service,Fiber optic
8292-ITGYJ,0,Internet Service,No
2675-OTVVJ,0,Internet Service,Fiber optic
7123-WQUHX,0,Internet Service,Fiber optic
8495-PRWFH,0,Internet Service,DSL
5231-FIQPA,0,Internet Service,No
6563-VRERX,0,Internet Service,No
3134-DSHVC,0,Internet Service,Fiber optic
8259-NFJTV,0,Internet Service,DSL
0623-GDISB,0,Internet Service,DSL
6960-HVYXR,1,Internet Service,Fiber optic
0562-FGDCR,0,Internet Service,DSL
2533-TIBIX,0,Internet Service,DSL
0536-ESJEP,0,Internet Service,DSL
9272-LSVYH,0,Internet Service,Fiber optic
3525-DVKFN,0,Internet Service,No
4584-LBNMK,0,Internet Service,No
6615-ZGEDR,1,Internet Service,No
1035-IPQPU,0,Internet Service,Fiber optic
6211-WWLTF,0,Internet Service,Fiber optic
3373-DIUUN,0,Internet Service,No
6416-TVAIH,1,Internet Service,Fiber optic
8152-UOBNY,0,Internet Service,Fiber optic
0975-UYDTX,0,Internet Service,DSL
9134-WYRVP,0,Internet Service,Fiber optic
8950-MTZNV,0,Internet Service,DSL
2672-TGEFF,0,Internet Service,Fiber optic
4701-LKOZD,0,Internet Service,DSL
1099-BTKWT,0,Internet Service,DSL
6152-ONASV,0,Internet Service,DSL
3413-DHLPB,0,Internet Service,Fiber optic
8270-RKSAP,0,Internet Service,Fiber optic
5698-BQJOH,1,Internet Service,Fiber optic
3566-CAAYU,0,Internet Service,DSL
3146-JTQHR,0,Internet Service,No
7623-HKYRK,0,Internet Service,No
3143-JQEGI,1,Internet Service,Fiber optic
1622-HSHSF,0,Internet Service,No
7328-ZJAJO,0,Internet Service,No
5228-EXCET,1,Internet Service,Fiber optic
4878-BUNFV,0,Internet Service,No
3349-ANQNH,0,Internet Service,Fiber optic
2040-XBAVJ,0,Internet Service,Fiber optic
7442-YGZFK,0,Internet Service,DSL
1197-BVMVG,0,Internet Service,Fiber optic
5394-SVGJV,1,Internet Service,Fiber optic
1302-TPUBN,0,Internet Service,No
0578-SKVMF,1,Internet Service,Fiber optic
2077-DDHJK,0,Internet Service,DSL
9375-MHRRS,0,Internet Service,DSL
2640-LYMOV,0,Internet Service,No
0031-PVLZI,1,Internet Service,No
9170-GYZJC,1,Internet Service,DSL
3694-DELSO,0,Internet Service,DSL
5995-OIGLP,1,Internet Service,DSL
2560-WBWXF,0,Internet Service,No
3884-HCSWG,1,Internet Service,Fiber optic
4883-QICIH,1,Internet Service,Fiber optic
5170-PTRKA,0,Internet Service,DSL
4925-LMHOK,1,Internet Service,DSL
9221-OTIVJ,1,Internet Service,Fiber optic
3908-MKIMJ,0,Internet Service,DSL
8966-KZXXA,0,Internet Service,No
8286-AFUYI,0,Internet Service,DSL
9073-ZZIAY,0,Internet Service,DSL
1960-UYCNN,0,Internet Service,Fiber optic
9254-RBFON,1,Internet Service,Fiber optic
0617-AQNWT,1,Internet Service,DSL
1135-LMECX,0,Internet Service,No
7860-KSUGX,0,Internet Service,DSL
7982-VCELR,0,Internet Service,Fiber optic
1334-FJSVR,1,Internet Service,DSL
7284-BUYEC,0,Internet Service,DSL
5788-YPOEG,0,Internet Service,DSL
4547-LYTDD,1,Internet Service,Fiber optic
7605-SNLQG,0,Internet Service,DSL
6078-VESFR,0,Internet Service,Fiber optic
3452-SRFEG,0,Internet Service,Fiber optic
2380-DAMQP,0,Internet Service,Fiber optic
1852-QSWCD,0,Internet Service,No
6849-WLEYG,1,Internet Service,No
9033-EOXWV,1,Internet Service,DSL
2232-DMLXU,1,Internet Service,DSL
5468-BPMMO,0,Internet Service,No
9738-QLWTP,0,Internet Service,Fiber optic
0931-MHTEM,0,Internet Service,Fiber optic
0867-LDTTC,0,Internet Service,DSL
0164-APGRB,0,Internet Service,Fiber optic
1166-PQLGG,0,Internet Service,No
2202-OUTMO,0,Internet Service,DSL
9710-ZUSHQ,1,Internet Service,Fiber optic
4160-AMJTL,1,Internet Service,No
4612-SSVHJ,0,Internet Service,Fiber optic
7826-VVKWT,0,Internet Service,Fiber optic
2305-MRGLV,0,Internet Service,Fiber optic
1965-AKTSX,1,Internet Service,Fiber optic
6609-MXJHJ,0,Internet Service,No
9089-UOWJG,0,Internet Service,DSL
1618-CFHME,1,Internet Service,Fiber optic
7493-TPUWZ,1,Internet Service,Fiber optic
1135-HIORI,0,Internet Service,Fiber optic
0732-OCQOC,0,Internet Service,No
8597-CTXVJ,0,Internet Service,DSL
3427-GGZZI,0,Internet Service,Fiber optic
9945-PSVIP,0,Internet Service,No
9189-JWSHV,1,Internet Service,Fiber optic
2990-OGYTD,0,Internet Service,DSL
0447-RXSGD,0,Internet Service,Fiber optic
7130-VTEWQ,1,Internet Service,Fiber optic
8313-NDOIA,0,Internet Service,Fiber optic
9185-TQCVP,1,Internet Service,Fiber optic
3370-GQEAL,0,Internet Service,Fiber optic
1907-UBQFC,1,Internet Service,Fiber optic
8405-IGQFX,0,Internet Service,Fiber optic
3724-BSCVH,0,Internet Service,No
8469-SNFFH,0,Internet Service,DSL
7136-IHZJA,0,Internet Service,DSL
5312-TSZVC,0,Internet Service,No
4003-FUSHP,0,Internet Service,DSL
9481-SFCQY,0,Internet Service,DSL
4059-IIEBK,0,Internet Service,Fiber optic
3733-UOCWF,0,Internet Service,Fiber optic
0623-IIHUG,1,Internet Service,DSL
5832-TRLPB,0,Internet Service,DSL
8896-RAZCR,0,Internet Service,No
0880-TKATG,1,Internet Service,Fiber optic
3393-FMZPV,1,Internet Service,Fiber optic
1257-SXUXQ,0,Internet Service,No
6260-ONULR,0,Internet Service,DSL
0746-JTRFU,1,Internet Service,DSL
8654-DHAOW,0,Internet Service,DSL
6695-AMZUF,0,Internet Service,DSL
6166-ILMNY,1,Internet Service,Fiber optic
7765-LWVVH,0,Internet Service,Fiber optic
6370-ZVHDV,0,Internet Service,No
0866-QLSIR,1,Internet Service,DSL
4597-NUCQV,1,Internet Service,Fiber optic
3181-VTHOE,0,Internet Service,DSL
2393-DIVAI,0,Internet Service,No
6086-ESGRL,1,Internet Service,Fiber optic
3247-ZVOUO,1,Internet Service,Fiber optic
8467-WYNSR,0,Internet Service,DSL
4183-MYFRB,0,Internet Service,Fiber optic
3549-ZTMNH,0,Internet Service,No
5981-ZVXOT,0,Internet Service,Fiber optic
3583-KRKMD,0,Internet Service,Fiber optic
6440-DKQGE,0,Internet Service,DSL
8614-VGMMV,1,Internet Service,DSL
4776-XSKYQ,0,Internet Service,DSL
9206-GVPEQ,1,Internet Service,DSL
6518-KZXCB,0,Internet Service,No
8903-XEBGX,0,Internet Service,DSL
2397-BRLOM,1,Internet Service,Fiber optic
7721-DVEKZ,0,Internet Service,No
8725-JEDFD,0,Internet Service,Fiber optic
6981-TDRFT,0,Internet Service,DSL
2045-BMBTJ,0,Internet Service,DSL
6061-PQHMK,0,Internet Service,No
5108-ADXWO,1,Internet Service,Fiber optic
6614-YWYSC,0,Internet Service,No
5220-AGAAX,0,Internet Service,No
6092-QZVPP,0,Internet Service,DSL
8199-ZLLSA,1,Internet Service,Fiber optic
3329-WDIOK,1,Internet Service,DSL
4439-YRNVD,0,Internet Service,DSL
5136-RGMZO,0,Internet Service,DSL
5482-PLVPE,1,Internet Service,DSL
4905-JEFDW,1,Internet Service,DSL
9689-PTNPG,1,Internet Service,Fiber optic
6897-UUBNU,0,Internet Service,Fiber optic
9809-IMGCQ,1,Internet Service,Fiber optic
7554-AKDQF,0,Internet Service,DSL
2485-ITVKB,1,Internet Service,DSL
6778-YSNIH,0,Internet Service,DSL
9938-TKDGL,0,Internet Service,Fiber optic
7495-OOKFY,1,Internet Service,Fiber optic
3587-PMCOY,0,Internet Service,Fiber optic
5018-GWURO,0,Internet Service,Fiber optic
1106-HRLKZ,0,Internet Service,No
5010-IPEAQ,0,Internet Service,DSL
7105-BENQF,0,Internet Service,DSL
9249-FXSCK,1,Internet Service,Fiber optic
9651-GTSAQ,1,Internet Service,Fiber optic
7010-ZMVBF,0,Internet Service,No
5248-RPYWW,0,Internet Service,DSL
3043-SUDUA,0,Internet Service,No
8595-SIZNC,0,Internet Service,No
3727-RJMEO,1,Internet Service,Fiber optic
5057-LCOUI,1,Internet Service,DSL
9717-QEBGU,0,Internet Service,Fiber optic
3077-RSNTJ,0,Internet Service,No
4951-UKAAQ,1,Internet Service,Fiber optic
6333-YDVLT,0,Internet Service,Fiber optic
7774-OJSXI,1,Internet Service,Fiber optic
4476-OSWTN,0,Internet Service,Fiber optic
2819-GWENI,0,Internet Service,No
8512-WIWYV,0,Internet Service,No
6765-MBQNU,0,Internet Service,No
6156-UZDLF,0,Internet Service,Fiber optic
1023-BQXZE,0,Internet Service,DSL
9378-FXTIZ,1,Internet Service,DSL
9796-MVYXX,0,Internet Service,DSL
6974-DAFLI,0,Internet Service,No
7028-DVOIQ,1,Internet Service,Fiber optic
9399-APLBT,1,Internet Service,Fiber optic
1069-XAIEM,1,Internet Service,Fiber optic
5204-HMGYF,0,Internet Service,DSL
1125-SNVCK,0,Internet Service,DSL
9269-CQOOL,1,Internet Service,DSL
2834-JRTUA,1,Internet Service,Fiber optic
2608-BHKFN,1,Internet Service,Fiber optic
1223-UNPKS,0,Internet Service,No
2732-ISEZX,0,Internet Service,No
1043-YCUTE,1,Internet Service,No
7606-BPHHN,0,Internet Service,No
4927-WWOOZ,0,Internet Service,Fiber optic
9917-KWRBE,0,Internet Service,DSL
7537-CBQUZ,0,Internet Service,Fiber optic
8080-POTJR,0,Internet Service,DSL
5469-NUJUR,0,Internet Service,No
6680-NENYN,1,Internet Service,Fiber optic
7137-NAXML,0,Internet Service,No
7873-CVMAW,0,Internet Service,DSL
2778-OCLGR,1,Internet Service,DSL
2546-KZAAT,0,Internet Service,DSL
7876-AEHIG,0,Internet Service,DSL
6345-HOVES,0,Internet Service,DSL
2480-SQIOB,0,Internet Service,DSL
1422-DGUBX,0,Internet Service,Fiber optic
6480-YAGIY,0,Internet Service,Fiber optic
3259-QMXUN,0,Internet Service,DSL
3074-GQWYX,1,Internet Service,Fiber optic
6140-QNRQQ,1,Internet Service,Fiber optic
6502-HCJTI,1,Internet Service,Fiber optic
6689-VRRTK,0,Internet Service,Fiber optic
8612-GXIDD,0,Internet Service,No
6582-OIVSP,0,Internet Service,DSL
4464-JCOLN,1,Internet Service,No
4636-JGAAI,0,Internet Service,Fiber optic
1918-ZBFQJ,1,Internet Service,Fiber optic
9281-CEDRU,0,Internet Service,DSL
2782-LFZVW,0,Internet Service,DSL
8665-UTDHZ,1,Internet Service,DSL
2560-QTSBS,0,Internet Service,No
6137-NICCO,0,Internet Service,Fiber optic
2792-LSHWX,0,Internet Service,Fiber optic
9711-FJTBX,0,Internet Service,Fiber optic
1222-LRYKO,0,Internet Service,No
5324-KTGCG,0,Internet Service,No
1926-QUZNN,0,Internet Service,No
9547-ITEFG,0,Internet Service,Fiber optic
4751-ERMAN,0,Internet Service,DSL
5575-TPIZQ,0,Internet Service,Fiber optic
1431-CYWMH,0,Internet Service,No
5243-SAOTC,0,Internet Service,Fiber optic
7786-WBJYI,1,Internet Service,Fiber optic
4011-ARPHK,0,Internet Service,DSL
9570-KYEUA,0,Internet Service,Fiber optic
7860-UXCRM,0,Internet Service,DSL
5203-XEHAX,0,Internet Service,DSL
3512-IZIKN,1,Internet Service,DSL
0496-AHOOK,0,Internet Service,DSL
7598-UAASY,1,Internet Service,Fiber optic
0524-IAVZO,1,Internet Service,Fiber optic
7927-AUXBZ,1,Internet Service,Fiber optic
2927-CVULT,0,Internet Service,Fiber optic
1564-NTYXF,1,Internet Service,Fiber optic
6599-RCLCJ,1,Internet Service,Fiber optic
8652-YHIYU,0,Internet Service,Fiber optic
7234-FECYN,1,Internet Service,Fiber optic
1585-MQSSU,1,Internet Service,DSL
9873-MNDKV,0,Internet Service,DSL
9289-LBQVU,0,Internet Service,DSL
3346-BRMIS,1,Internet Service,DSL
0428-AXXLJ,0,Internet Service,No
5975-BAICR,0,Internet Service,DSL
2636-SJDOU,0,Internet Service,Fiber optic
5339-TJFEK,0,Internet Service,Fiber optic
3649-JPUGY,0,Internet Service,DSL
6568-POCUI,0,Internet Service,Fiber optic
5089-IFSDP,1,Internet Service,Fiber optic
4890-VMUAV,0,Internet Service,DSL
3863-IUBJR,1,Internet Service,DSL
1415-YFWLT,1,Internet Service,Fiber optic
5553-AOINX,0,Internet Service,Fiber optic
6946-LMSQS,1,Internet Service,Fiber optic
1335-HQMKX,0,Internet Service,Fiber optic
9099-FTUHS,0,Internet Service,DSL
8750-QWZAJ,0,Internet Service,No
0390-DCFDQ,1,Internet Service,Fiber optic
7409-KIUTL,1,Internet Service,Fiber optic
6458-CYIDZ,0,Internet Service,Fiber optic
2243-FNMMI,0,Internet Service,No
4431-EDMIQ,0,Internet Service,DSL
5115-GZDEL,0,Internet Service,DSL
3009-JWMPU,1,Internet Service,Fiber optic
4674-HGNUA,0,Internet Service,DSL
4000-VGMQP,0,Internet Service,DSL
7776-QGYJC,0,Internet Service,Fiber optic
0334-GDDSO,1,Internet Service,Fiber optic
9436-ZBZCT,1,Internet Service,Fiber optic
1842-EZJMK,1,Internet Service,Fiber optic
7273-TEFQD,1,Internet Service,DSL
1273-MTETI,1,Internet Service,Fiber optic
7603-USHJS,1,Internet Service,Fiber optic
3537-RYBHH,0,Internet Service,DSL
4900-MSOMT,0,Internet Service,DSL
4547-KQRTM,1,Internet Service,Fiber optic
9153-BTBVV,0,Internet Service,No
4682-BLBUC,0,Internet Service,DSL
3401-URHDA,0,Internet Service,DSL
6894-LFHLY,1,Internet Service,Fiber optic
9710-NJERN,0,Internet Service,No
2150-OEGBV,0,Internet Service,No
4646-QZXTF,0,Internet Service,DSL
8387-MOJJT,1,Internet Service,Fiber optic
9867-JCZSP,0,Internet Service,No
4565-NLZBV,0,Internet Service,No
4847-TAJYI,0,Internet Service,Fiber optic
2528-HFYZX,1,Internet Service,Fiber optic
0193-ESZXP,1,Internet Service,Fiber optic
5312-IRCFR,0,Internet Service,Fiber optic
1818-ESQMW,0,Internet Service,Fiber optic
9617-INGJY,0,Internet Service,Fiber optic
3190-XFANI,1,Internet Service,Fiber optic
4377-VDHYI,0,Internet Service,Fiber optic
6818-DJXAA,0,Internet Service,Fiber optic
0565-JUPYD,0,Internet Service,Fiber optic
2969-QWUBZ,0,Internet Service,DSL
2252-NKNSI,0,Internet Service,DSL
8242-SOQUO,0,Internet Service,Fiber optic
1271-UODNO,0,Internet Service,DSL
2607-DHDAK,0,Internet Service,No
3404-JNXAX,0,Internet Service,Fiber optic
9753-OYLBX,0,Internet Service,No
4918-FYJNT,0,Internet Service,Fiber optic
6476-EPYZR,0,Internet Service,No
8548-AWOFC,0,Internet Service,DSL
6339-DKLMK,0,Internet Service,DSL
6490-FGZAT,0,Internet Service,No
3247-MHJKM,0,Internet Service,No
3751-KTZEL,1,Internet Service,DSL
5781-BKHOP,0,Internet Service,Fiber optic
4488-PSYCG,1,Internet Service,No
9878-TNQGW,1,Internet Service,Fiber optic
2724-FJDYW,0,Internet Service,DSL
6546-OPBBH,0,Internet Service,No
6388-TABGU,0,Internet Service,DSL
4452-QIIEB,0,Internet Service,DSL
0463-WZZKO,0,Internet Service,No
3224-DFQNQ,0,Internet Service,Fiber optic
9837-BMCLM,1,Internet Service,Fiber optic
5868-YWPDW,1,Internet Service,Fiber optic
4849-PYRLQ,0,Internet Service,DSL
2408-WITXK,1,Internet Service,DSL
9300-AGZNL,1,Internet Service,Fiber optic
3179-GBRWV,0,Internet Service,DSL
3190-ITQXP,0,Internet Service,No
8158-WPEZG,0,Internet Service,DSL
1104-TNLZA,0,Internet Service,Fiber optic
1229-RCALF,0,Internet Service,Fiber optic
5002-GCQFH,0,Internet Service,Fiber optic
7242-EDTYC,0,Internet Service,No
4597-ELFTS,1,Internet Service,No
8076-FEZKJ,0,Internet Service,No
7472-EQOAV,0,Internet Service,Fiber optic
9174-IHETN,0,Internet Service,Fiber optic
7279-NMVJC,0,Internet Service,No
0402-OAMEN,0,Internet Service,No
8766-PAFNE,0,Internet Service,DSL
4868-AADLV,0,Internet Service,Fiber optic
7153-OANIO,1,Internet Service,Fiber optic
8917-SZTTJ,0,Internet Service,No
1406-PUQVY,0,Internet Service,DSL
7014-ZZXAW,0,Internet Service,No
2402-TAIRZ,0,Internet Service,Fiber optic
0195-IESCP,1,Internet Service,Fiber optic
2049-BAFNW,0,Internet Service,DSL
1492-KGETH,0,Internet Service,DSL
2293-IJWPS,0,Internet Service,Fiber optic
8143-ETQTI,0,Internet Service,No
5906-CVLHP,1,Internet Service,DSL
8317-BVKSO,0,Internet Service,No
4456-RHSNB,0,Internet Service,DSL
3059-NGMXB,0,Internet Service,DSL
6685-GBWJZ,0,Internet Service,DSL
3086-RUCRN,0,Internet Service,Fiber optic
3824-RHKVR,0,Internet Service,No
1383-EZRWL,1,Internet Service,No
9500-LTVBP,0,Internet Service,Fiber optic
8898-KASCD,0,Internet Service,DSL
3249-VHRIP,0,Internet Service,DSL
8190-ZTQFB,0,Internet Service,DSL
9067-YGSCA,0,Internet Service,No
8735-NBLWT,0,Internet Service,No
0032-PGELS,1,Internet Service,DSL
1248-DYXUB,0,Internet Service,No
4872-JCVCA,0,Internet Service,DSL
7740-BTPUX,0,Internet Service,Fiber optic
6369-MCAKO,0,Internet Service,DSL
7892-QVYKW,0,Internet Service,Fiber optic
0447-BEMNG,1,Internet Service,DSL
2840-XANRC,1,Internet Service,Fiber optic
8532-UEFWH,0,Internet Service,No
5671-RQRLP,0,Internet Service,Fiber optic
8597-CWYHH,0,Internet Service,Fiber optic
6024-RUGGH,0,Internet Service,No
6891-JPYFF,0,Internet Service,Fiber optic
0754-UKWQP,1,Internet Service,Fiber optic
9926-PJHDQ,0,Internet Service,DSL
0925-VYDLG,1,Internet Service,Fiber optic
5006-MXVRN,0,Internet Service,No
5156-UMKOW,0,Internet Service,DSL
5135-GRQJV,0,Internet Service,Fiber optic
4741-WWJQZ,0,Internet Service,Fiber optic
9693-XMUOB,0,Internet Service,DSL
2154-KVJFF,1,Internet Service,Fiber optic
5201-CBWYG,0,Internet Service,No
6656-JWRQX,0,Internet Service,DSL
2851-STERV,0,Internet Service,DSL
7605-BDWDC,0,Internet Service,DSL
5081-NWSUP,0,Internet Service,DSL
0827-ITJPH,0,Internet Service,No
5286-YHCVC,0,Internet Service,Fiber optic
0902-RFHOF,0,Internet Service,No
7009-LGECI,0,Internet Service,DSL
8387-UGUSU,0,Internet Service,No
4616-ULAOA,0,Internet Service,Fiber optic
0277-ORXQS,0,Internet Service,DSL
9589-ABEPT,0,Internet Service,Fiber optic
1452-VOQCH,0,Internet Service,Fiber optic
6650-BWFRT,0,Internet Service,Fiber optic
1084-UQCHV,1,Internet Service,Fiber optic
9019-QVLZD,1,Internet Service,Fiber optic
8515-OCTJS,1,Internet Service,No
8016-NCFVO,0,Internet Service,Fiber optic
7026-YMSBE,0,Internet Service,No
8749-CLJXC,0,Internet Service,No
8285-ABVLB,0,Internet Service,No
7235-NXZCP,1,Internet Service,Fiber optic
3251-YMVWZ,0,Internet Service,No
1784-BXEFA,0,Internet Service,No
3387-PLKUI,0,Internet Service,No
7703-ZEKEF,1,Internet Service,Fiber optic
5552-ZNFSJ,1,Internet Service,DSL
0118-JPNOY,0,Internet Service,Fiber optic
6288-LBEAR,0,Internet Service,Fiber optic
9026-RNUJS,1,Internet Service,DSL
1431-AIDJQ,0,Internet Service,DSL
6139-ZZRBQ,0,Internet Service,No
6266-QHOJZ,0,Internet Service,Fiber optic
0440-EKDCF,0,Internet Service,DSL
3679-XASPY,0,Internet Service,No
6648-INWPS,0,Internet Service,No
9031-ZVQPT,0,Internet Service,Fiber optic
4936-YPJNK,0,Internet Service,No
1345-ZUKID,0,Internet Service,No
4525-VZCZG,0,Internet Service,Fiber optic
3426-NIYYL,1,Internet Service,DSL
6661-HBGWL,1,Internet Service,Fiber optic
2189-UXTKY,1,Internet Service,DSL
3453-RTHJQ,0,Internet Service,Fiber optic
1626-ERCMM,1,Internet Service,Fiber optic
4881-JVQOD,0,Internet Service,DSL
5982-XMDEX,0,Internet Service,No
9348-ROUAI,0,Internet Service,DSL
8715-KKTFG,0,Internet Service,Fiber optic
0454-OKRCT,0,Internet Service,Fiber optic
7268-IGMFD,0,Internet Service,Fiber optic
5919-TMRGD,1,Internet Service,Fiber optic
5313-FPXWG,0,Internet Service,No
8260-NGFNY,1,Internet Service,DSL
7764-BDPEE,0,Internet Service,No
3472-OAOOR,0,Internet Service,DSL
4415-WNGVR,0,Internet Service,DSL
5835-BEQEU,1,Internet Service,Fiber optic
1173-XZPYF,0,Internet Service,Fiber optic
4573-JKNAE,0,Internet Service,No
6963-KQYQB,0,Internet Service,No
6253-GNHWH,0,Internet Service,DSL
2403-BCASL,1,Internet Service,Fiber optic
9298-WGMRW,0,Internet Service,Fiber optic
6598-RFFVI,1,Internet Service,No
1582-RAFML,1,Internet Service,DSL
8443-ZRDBZ,1,Internet Service,Fiber optic
4075-WKNIU,0,Internet Service,DSL
8849-AYPTR,0,Internet Service,Fiber optic
5198-HQAEN,0,Internet Service,Fiber optic
0130-SXOUN,0,Internet Service,Fiber optic
6350-XFYGW,0,Internet Service,Fiber optic
8780-YRMTT,0,Internet Service,DSL
9822-BIIGN,0,Internet Service,DSL
2346-LOCWC,0,Internet Service,No
9867-XOBQA,0,Internet Service,DSL
5504-WSIUR,0,Internet Service,Fiber optic
6734-FQAJX,0,Internet Service,Fiber optic
2085-JVGAD,0,Internet Service,No
6196-HBOBZ,0,Internet Service,Fiber optic
8780-IHCRN,0,Internet Service,No
6701-DHKWQ,0,Internet Service,DSL
0547-HURJB,0,Internet Service,No
6633-SYEUS,0,Internet Service,Fiber optic
1724-IQWNM,0,Internet Service,No
5605-IYGFG,0,Internet Service,Fiber optic
8207-VVMYB,0,Internet Service,No
2599-CIPQE,0,Internet Service,Fiber optic
4226-KKDON,0,Internet Service,DSL
1932-UEDCX,0,Internet Service,Fiber optic
6072-NUQCB,0,Internet Service,No
7162-WPHPM,0,Internet Service,DSL
3192-LNKRK,0,Internet Service,Fiber optic
3071-VBYPO,0,Internet Service,Fiber optic
4822-YCXMX,1,Internet Service,Fiber optic
9658-WYUFB,1,Internet Service,Fiber optic
8331-ZXFOE,0,Internet Service,DSL
5298-GSTLM,0,Internet Service,Fiber optic
8144-DGHXP,0,Internet Service,DSL
9079-LWTFD,0,Internet Service,Fiber optic
0869-PAPRP,0,Internet Service,Fiber optic
0479-HMSWA,0,Internet Service,Fiber optic
9086-YJYXS,0,Internet Service,DSL
4550-EVXNY,1,Internet Service,Fiber optic
1057-FOGLZ,0,Internet Service,No
7036-ZZKBD,0,Internet Service,DSL
0373-AIVNJ,0,Internet Service,DSL
3318-ISQFQ,0,Internet Service,No
1063-DHQJF,0,Internet Service,Fiber optic
9107-UKCKY,0,Internet Service,DSL
0570-BFQHT,0,Internet Service,Fiber optic
6425-YQLLO,1,Internet Service,Fiber optic
4376-KFVRS,0,Internet Service,Fiber optic
5424-RLQLC,0,Internet Service,DSL
6101-IMRMM,1,Internet Service,Fiber optic
5850-BDWCY,0,Internet Service,No
5709-LVOEQ,0,Internet Service,DSL
1428-IEDPR,0,Internet Service,Fiber optic
3129-AAQOU,0,Internet Service,No
7079-QRCBC,1,Internet Service,Fiber optic
0930-EHUZA,0,Internet Service,DSL
8879-XUAHX,0,Internet Service,Fiber optic
0014-BMAQU,0,Internet Service,Fiber optic
3392-EHMNK,0,Internet Service,Fiber optic
9194-GFVOI,0,Internet Service,DSL
7254-IQWOZ,1,Internet Service,Fiber optic
2072-ZVJJX,0,Internet Service,No
2576-HXMPA,0,Internet Service,No
6723-CEGQI,0,Internet Service,DSL
8929-KSWIH,0,Internet Service,Fiber optic
9274-CNFMO,1,Internet Service,Fiber optic
9512-UIBFX,1,Internet Service,Fiber optic
9112-WSNPU,0,Internet Service,Fiber optic
2545-EBUPK,0,Internet Service,Fiber optic
6815-ABQFQ,0,Internet Service,Fiber optic
8496-EJAUI,1,Internet Service,Fiber optic
1090-ESELR,0,Internet Service,Fiber optic
5692-FPTAH,1,Internet Service,DSL
3946-MHCZW,1,Internet Service,DSL
1963-VAUKV,1,Internet Service,No
4176-FXYBO,0,Internet Service,Fiber optic
6661-EIPZC,0,Internet Service,DSL
8980-WQFWL,0,Internet Service,DSL
6872-HXFNF,0,Internet Service,DSL
3125-RAHBV,0,Internet Service,No
9253-VIFJQ,0,Internet Service,DSL
9500-IWPXQ,0,Internet Service,DSL
6691-CCIHA,0,Internet Service,DSL
9795-SHUHB,0,Internet Service,DSL
7298-IZWLY,0,Internet Service,No
3904-UKFRE,0,Internet Service,Fiber optic
3137-LUPIX,0,Internet Service,DSL
0581-MDMPW,0,Internet Service,Fiber optic
7861-UVUFT,1,Internet Service,Fiber optic
4749-OJKQU,0,Internet Service,Fiber optic
6463-HHXJR,0,Internet Service,Fiber optic
5027-QPKTE,1,Internet Service,Fiber optic
3768-VHXQO,0,Internet Service,No
9290-SHCMB,0,Internet Service,Fiber optic
5614-DNZCE,0,Internet Service,DSL
8859-AXJZP,0,Internet Service,No
1403-GYAFU,0,Internet Service,No
2190-BCXEC,0,Internet Service,Fiber optic
5223-UZAVK,0,Internet Service,Fiber optic
8229-MYEJZ,0,Internet Service,DSL
3967-VQOGC,0,Internet Service,No
7905-NJMXS,0,Internet Service,DSL
4871-JTKJF,1,Internet Service,Fiber optic
2314-TNDJQ,0,Internet Service,DSL
5095-AESKG,1,Internet Service,Fiber optic
5712-VBOXD,0,Internet Service,No
9548-LERKT,0,Internet Service,No
5233-GEEAX,1,Internet Service,DSL
3982-JGSFD,0,Internet Service,No
7707-PYBBH,0,Internet Service,DSL
2669-OIDSD,0,Internet Service,Fiber optic
0301-FIDRB,0,Internet Service,DSL
5949-EBSQK,1,Internet Service,DSL
5201-FRKKS,0,Internet Service,Fiber optic
9825-YCXWZ,0,Internet Service,Fiber optic
7225-IILWY,0,Internet Service,No
8200-KLNYW,0,Internet Service,DSL
8272-ONJLV,0,Internet Service,Fiber optic
0384-RVBPI,0,Internet Service,DSL
2696-NARTR,1,Internet Service,Fiber optic
9027-YFHQJ,0,Internet Service,No
8920-NAVAY,0,Internet Service,Fiber optic
5196-SGOAK,1,Internet Service,Fiber optic
4468-YDOVK,0,Internet Service,DSL
0612-RTZZA,1,Internet Service,DSL
2761-OCIAX,1,Internet Service,Fiber optic
7306-YDSOI,0,Internet Service,DSL
8217-QYOHV,0,Internet Service,DSL
4994-OBRSZ,0,Internet Service,DSL
