CustomerID,Churn Value,Demographic Category,Demographic Value
4844-JJWUY,1,Senior Citizen,Yes
3936-QQFLL,0,Senior Citizen,No
7017-VFHAY,0,Senior Citizen,No
3347-YJZZE,0,Senior Citizen,No
4929-BSTRX,1,Senior Citizen,No
0042-JVWOJ,0,Senior Citizen,No
3589-PPVKW,0,Senior Citizen,No
0661-KBKPA,0,Senior Citizen,No
6851-WEFYX,0,Senior Citizen,Yes
1709-EJDOX,0,Senior Citizen,No
9540-JYROE,1,Senior Citizen,No
1496-GGSUK,1,Senior Citizen,Yes
8075-GXIUB,0,Senior Citizen,Yes
7404-JLKQG,0,Senior Citizen,No
0021-IKXGC,0,Senior Citizen,Yes
7599-NTMDP,0,Senior Citizen,No
6791-YBNAK,0,Senior Citizen,No
6749-UTDVX,0,Senior Citizen,No
7270-BDIOA,1,Senior Citizen,No
0661-XEYAN,1,Senior Citizen,Yes
8241-JUIQO,0,Senior Citizen,No
1093-YSWCA,0,Senior Citizen,No
3935-TBRZZ,0,Senior Citizen,No
6823-SIDFQ,0,Senior Citizen,No
5192-EBGOV,1,Senior Citizen,Yes
9360-AHGNL,1,Senior Citizen,Yes
9605-WGJVW,0,Senior Citizen,Yes
1184-PJVDB,1,Senior Citizen,No
8066-POXGX,1,Senior Citizen,No
4747-LCAQL,0,Senior Citizen,No
4835-YSJMR,0,Senior Citizen,No
4061-UKJWL,0,Senior Citizen,No
0018-NYROU,0,Senior Citizen,No
8807-ARQET,0,Senior Citizen,No
3973-SKMLN,0,Senior Citizen,No
2266-SJNAT,0,Senior Citizen,No
5868-CZJDR,1,Senior Citizen,No
3325-FUYCG,1,Senior Citizen,No
6599-SFQVE,0,Senior Citizen,No
6128-CZOMY,1,Senior Citizen,No
2878-DHMIN,0,Senior Citizen,No
2400-FEQME,0,Senior Citizen,No
7721-JXEAW,1,Senior Citizen,No
9940-HPQPG,1,Senior Citizen,No
2951-QOQTK,1,Senior Citizen,No
1791-PQHBB,0,Senior Citizen,No
2011-TRQYE,1,Senior Citizen,No
5793-YOLJN,0,Senior Citizen,No
1448-CYWKC,0,Senior Citizen,No
5226-NOZFC,0,Senior Citizen,No
9467-ROOLM,0,Senior Citizen,No
3466-BYAVD,0,Senior Citizen,No
9367-TCUYN,0,Senior Citizen,No
4698-KVLLG,0,Senior Citizen,Yes
6952-OMNWB,0,Senior Citizen,Yes
7802-EFKNY,1,Senior Citizen,No
2509-TFPJU,0,Senior Citizen,No
8809-XKHMD,0,Senior Citizen,No
7766-CLTIC,0,Senior Citizen,No
2632-TACXW,0,Senior Citizen,No
8350-NYMVI,0,Senior Citizen,No
8634-CILSZ,1,Senior Citizen,No
4023-RTIQM,0,Senior Citizen,Yes
2176-OSJUV,0,Senior Citizen,No
1754-GKYPY,0,Senior Citizen,Yes
2712-SYWAY,0,Senior Citizen,No
2826-DXLQO,0,Senior Citizen,Yes
9574-BOSMD,0,Senior Citizen,No
3946-JEWRQ,0,Senior Citizen,No
7422-WNBTY,0,Senior Citizen,No
4190-MFLUW,1,Senior Citizen,No
8757-TFHHJ,0,Senior Citizen,No
1043-UXOVO,0,Senior Citizen,No
8565-CLBZW,1,Senior Citizen,No
3933-DQPWX,0,Senior Citizen,No
3914-FDRHP,0,Senior Citizen,No
7799-DSEWS,0,Senior Citizen,No
6586-MYGKD,0,Senior Citizen,No
6394-HHHZM,0,Senior Citizen,No
4183-WCSEP,1,Senior Citizen,No
5482-VXSXJ,0,Senior Citizen,No
2969-WGHQO,0,Senior Citizen,No
4560-WQAQW,0,Senior Citizen,No
2235-EZAIK,0,Senior Citizen,No
2929-QNSRW,1,Senior Citizen,No
6784-XYJAE,0,Senior Citizen,No
8245-UMPYT,1,Senior Citizen,Yes
2550-AEVRU,0,Senior Citizen,No
2294-SALNE,0,Senior Citizen,No
3312-UUMZW,0,Senior Citizen,No
5339-PXDVH,0,Senior Citizen,No
9150-HEPMB,0,Senior Citizen,No
2692-PFYTJ,0,Senior Citizen,No
4006-HKYHO,0,Senior Citizen,No
6857-VWJDT,1,Senior Citizen,No
1508-DFXCU,0,Senior Citizen,No
8844-TONUD,1,Senior Citizen,No
5937-EORGB,0,Senior Citizen,Yes
8745-PVESG,0,Senior Citizen,No
1942-OQFRW,0,Senior Citizen,No
8079-XRJRS,1,Senior Citizen,No
0203-HHYIJ,1,Senior Citizen,No
4695-VADHF,1,Senior Citizen,No
9061-TIHDA,1,Senior Citizen,Yes
7274-RTAPZ,1,Senior Citizen,No
7562-UXTPG,0,Senior Citizen,No
5940-NFXKV,1,Senior Citizen,No
4608-LCIMN,0,Senior Citizen,No
7694-VLBWQ,1,Senior Citizen,No
1702-CCFNJ,0,Senior Citizen,No
6485-QXWWE,0,Senior Citizen,No
2192-OZITF,0,Senior Citizen,No
5003-OKNNK,0,Senior Citizen,No
2498-XLDZR,0,Senior Citizen,No
5334-JLAXU,0,Senior Citizen,No
5396-IZEPB,0,Senior Citizen,No
3331-HQDTW,1,Senior Citizen,No
5684-FJVYR,0,Senior Citizen,No
7817-BOQPW,1,Senior Citizen,No
2842-JTCCU,1,Senior Citizen,No
5651-CRHKQ,0,Senior Citizen,No
3764-MNMOI,0,Senior Citizen,No
6598-KELSS,0,Senior Citizen,No
3705-RHRFR,0,Senior Citizen,No
4102-OQUPX,1,Senior Citizen,Yes
0112-QAWRZ,0,Senior Citizen,No
1775-KWJKQ,0,Senior Citizen,No
6164-HXUGH,0,Senior Citizen,No
2979-SXESE,1,Senior Citizen,No
6202-JVYEU,0,Senior Citizen,No
1536-YHDOE,0,Senior Citizen,No
4013-UBXWQ,1,Senior Citizen,No
5954-BDFSG,0,Senior Citizen,No
7241-AJHFS,0,Senior Citizen,No
2115-BFTIW,1,Senior Citizen,No
1848-LBZHY,0,Senior Citizen,No
6999-CHVCF,0,Senior Citizen,No
5130-IEKQT,1,Senior Citizen,Yes
2898-MRKPI,0,Senior Citizen,No
9776-OJUZI,0,Senior Citizen,Yes
2235-DWLJU,0,Senior Citizen,Yes
4115-NZRKS,0,Senior Citizen,Yes
9625-QSTYE,1,Senior Citizen,No
3521-SYVOR,1,Senior Citizen,No
8748-HFWBO,0,Senior Citizen,No
6849-OYAMU,1,Senior Citizen,No
8621-MNIHH,1,Senior Citizen,Yes
5443-SCMKX,0,Senior Citizen,No
3567-PQTSO,0,Senior Citizen,No
9817-APLHW,0,Senior Citizen,No
2114-MGINA,1,Senior Citizen,No
2919-HBCJO,1,Senior Citizen,No
4825-FUREZ,0,Senior Citizen,No
7520-HQWJU,0,Senior Citizen,No
1237-WIYYZ,0,Senior Citizen,No
5150-LJNSR,0,Senior Citizen,No
1095-JUDTC,1,Senior Citizen,Yes
7943-RQCHR,1,Senior Citizen,No
1971-DTCZB,0,Senior Citizen,No
7452-FOLON,0,Senior Citizen,No
7356-AYNJP,0,Senior Citizen,No
7469-LKBCI,0,Senior Citizen,No
0778-NELLA,1,Senior Citizen,No
7319-ZNRTR,0,Senior Citizen,No
6732-FZUGP,0,Senior Citizen,No
5515-IDEJJ,1,Senior Citizen,No
9054-FOWNV,0,Senior Citizen,No
3878-AVSOQ,0,Senior Citizen,Yes
8563-IIOXK,1,Senior Citizen,No
5753-QQWPW,0,Senior Citizen,No
0017-DINOC,0,Senior Citizen,No
9554-DFKIC,0,Senior Citizen,No
8868-WOZGU,1,Senior Citizen,No
8708-XPXHZ,1,Senior Citizen,No
6907-FLBER,0,Senior Citizen,No
2454-RPBRZ,1,Senior Citizen,Yes
1025-FALIX,0,Senior Citizen,No
7825-ECJRF,1,Senior Citizen,No
3763-GCZHZ,1,Senior Citizen,No
5442-PPTJY,0,Senior Citizen,No
1976-AZZPJ,0,Senior Citizen,No
6633-MPWBS,1,Senior Citizen,No
0100-DUVFC,0,Senior Citizen,Yes
2371-KFUOG,0,Senior Citizen,No
1195-OIYEJ,1,Senior Citizen,No
5197-YPYBZ,0,Senior Citizen,No
6032-KRXXO,1,Senior Citizen,No
0923-PNFUB,1,Senior Citizen,No
3397-AVTKU,0,Senior Citizen,No
9361-YNQWJ,0,Senior Citizen,No
8108-UXRQN,0,Senior Citizen,No
9518-IMLHK,0,Senior Citizen,No
3069-SSVSN,0,Senior Citizen,No
7190-XHTWJ,0,Senior Citizen,No
5346-BZCHP,0,Senior Citizen,No
8738-JOKAR,0,Senior Citizen,No
6479-OAUSD,0,Senior Citizen,No
1194-BHJYC,0,Senior Citizen,No
7811-JIVPF,0,Senior Citizen,No
7730-CLDSV,0,Senior Citizen,No
9546-CQJSU,1,Senior Citizen,No
0277-BKSQP,0,Senior Citizen,No
4227-OJHAL,0,Senior Citizen,No
1450-GALXR,1,Senior Citizen,No
9778-OGKQZ,0,Senior Citizen,No
5242-UOWHD,0,Senior Citizen,No
0722-TROQR,1,Senior Citizen,Yes
4482-FTFFX,0,Senior Citizen,No
6585-WCEWR,0,Senior Citizen,No
2451-YMUXS,0,Senior Citizen,Yes
1977-STDKI,1,Senior Citizen,Yes
5322-TEUJK,0,Senior Citizen,No
3094-JOJAI,0,Senior Citizen,No
0164-XAIRP,0,Senior Citizen,No
9769-TSBZE,0,Senior Citizen,No
8382-SHQEH,1,Senior Citizen,No
4137-JOPHL,0,Senior Citizen,No
2067-QYTCF,0,Senior Citizen,No
4659-NZRUF,1,Senior Citizen,No
7994-UYIVZ,0,Senior Citizen,No
5016-ETTFF,1,Senior Citizen,No
8942-DBMHZ,0,Senior Citizen,No
1029-QFBEN,1,Senior Citizen,No
2885-HIJDH,0,Senior Citizen,No
4439-JMPMT,1,Senior Citizen,No
2672-HUYVI,1,Senior Citizen,No
6214-EDAKZ,1,Senior Citizen,No
6497-TILVL,0,Senior Citizen,No
7833-PKIHD,0,Senior Citizen,No
6994-FGRHH,0,Senior Citizen,No
8173-RXAYP,0,Senior Citizen,No
3348-CFRNX,1,Senior Citizen,No
0461-CVKMU,1,Senior Citizen,No
8203-XJZRC,0,Senior Citizen,No
0320-DWVTU,0,Senior Citizen,No
2372-HWUHI,1,Senior Citizen,No
7266-GSSJX,0,Senior Citizen,No
0810-DHDBD,0,Senior Citizen,No
3913-RDSJZ,0,Senior Citizen,No
8847-GEOOQ,0,Senior Citizen,No
5206-HPJKM,0,Senior Citizen,No
9581-GVBXT,0,Senior Citizen,No
0308-GIQJT,0,Senior Citizen,Yes
7064-JHXCE,0,Senior Citizen,No
4501-VCPFK,0,Senior Citizen,No
7781-EWARA,0,Senior Citizen,No
3115-JPJDD,0,Senior Citizen,No
0757-WCUUZ,0,Senior Citizen,No
7762-ONLJY,0,Senior Citizen,No
8128-YVJRG,1,Senior Citizen,No
6993-YCOBK,0,Senior Citizen,No
2585-KTFRE,0,Senior Citizen,No
0402-CQAJN,1,Senior Citizen,No
0620-XEFWH,0,Senior Citizen,No
2363-BJLSL,0,Senior Citizen,No
2430-USGXP,1,Senior Citizen,No
6447-GORXK,0,Senior Citizen,No
7325-ENZFI,0,Senior Citizen,No
0895-DQHEW,1,Senior Citizen,No
8224-KDLKN,0,Senior Citizen,No
7065-YUNRY,1,Senior Citizen,No
2869-ADAWR,1,Senior Citizen,No
7716-YTYHG,1,Senior Citizen,No
0813-TAXXS,0,Senior Citizen,No
8559-CIZFV,1,Senior Citizen,No
2014-MKGMH,0,Senior Citizen,No
4692-NNQRU,0,Senior Citizen,No
5913-INRQV,0,Senior Citizen,Yes
2335-GSODA,0,Senior Citizen,No
2957-JIRMN,0,Senior Citizen,Yes
9909-IDLEK,0,Senior Citizen,No
0297-RBCSG,0,Senior Citizen,No
6103-BOCOU,0,Senior Citizen,No
0040-HALCW,0,Senior Citizen,No
8042-RNLKO,0,Senior Citizen,No
1561-BWHIN,0,Senior Citizen,No
1760-CAZHT,0,Senior Citizen,No
2344-JMOGN,1,Senior Citizen,No
3547-LQRIK,0,Senior Citizen,No
4325-NFSKC,1,Senior Citizen,Yes
8605-ITULD,0,Senior Citizen,No
7359-WWYJV,0,Senior Citizen,No
8499-BRXTD,0,Senior Citizen,No
3752-CQSJI,0,Senior Citizen,No
9470-YFUYI,0,Senior Citizen,Yes
3963-RYFNS,0,Senior Citizen,No
3910-MRQOY,0,Senior Citizen,No
4697-LUPSU,0,Senior Citizen,No
6905-NIQIN,1,Senior Citizen,No
1485-YDHMM,0,Senior Citizen,No
3551-HUAZH,1,Senior Citizen,Yes
5955-EPOAZ,0,Senior Citizen,No
7247-XOZPB,0,Senior Citizen,No
3318-NMQXL,0,Senior Citizen,No
3410-YOQBQ,0,Senior Citizen,No
4950-HKQTE,0,Senior Citizen,No
6996-KNSML,1,Senior Citizen,No
1872-EBWSC,0,Senior Citizen,No
6050-IJRHS,0,Senior Citizen,No
5985-BEHZK,0,Senior Citizen,Yes
6953-PBDIN,0,Senior Citizen,No
2026-TGDHM,1,Senior Citizen,No
6888-SBYAI,0,Senior Citizen,No
7044-YAACC,0,Senior Citizen,Yes
9755-JHNMN,0,Senior Citizen,No
2897-DOVND,0,Senior Citizen,No
5916-QEWPT,0,Senior Citizen,No
0002-ORFBO,0,Senior Citizen,No
7975-TZMLR,0,Senior Citizen,No
1346-UFHAX,0,Senior Citizen,No
6718-BDGHG,0,Senior Citizen,No
8166-ORCHU,0,Senior Citizen,Yes
7658-UYUQS,0,Senior Citizen,Yes
9848-JQJTX,0,Senior Citizen,No
6016-LVTJQ,0,Senior Citizen,No
6551-VLJMV,0,Senior Citizen,No
9372-TXXPS,0,Senior Citizen,No
4312-KFRXN,0,Senior Citizen,No
9571-EDEBV,0,Senior Citizen,No
4695-WJZUE,1,Senior Citizen,Yes
4554-YGZIH,1,Senior Citizen,Yes
6704-UTUKK,0,Senior Citizen,No
2359-KMGLI,1,Senior Citizen,No
7508-DQAKK,0,Senior Citizen,No
9110-HSGTV,0,Senior Citizen,No
4750-UKWJK,0,Senior Citizen,Yes
0939-YAPAF,1,Senior Citizen,No
3623-FQBOX,0,Senior Citizen,No
2039-JONDJ,0,Senior Citizen,No
0378-NHQXU,1,Senior Citizen,No
9121-PHQSR,0,Senior Citizen,Yes
9018-PCIOK,0,Senior Citizen,No
1568-BEKZM,0,Senior Citizen,Yes
3585-YNADK,0,Senior Citizen,No
0265-PSUAE,0,Senior Citizen,No
0795-GMVQO,0,Senior Citizen,No
6128-DAFVY,0,Senior Citizen,No
6481-ESCNL,0,Senior Citizen,No
0620-DLSLK,0,Senior Citizen,No
5482-NUPNA,1,Senior Citizen,No
8096-LOIST,0,Senior Citizen,No
9214-EKVXR,0,Senior Citizen,No
6496-JDSSB,0,Senior Citizen,No
6705-LNMDD,0,Senior Citizen,No
8138-EALND,0,Senior Citizen,No
4188-PCPIG,0,Senior Citizen,No
6122-EFVKN,0,Senior Citizen,No
8276-MQBYC,1,Senior Citizen,Yes
8914-RBTSB,1,Senior Citizen,No
4816-OKWNX,0,Senior Citizen,No
2479-BRAMR,1,Senior Citizen,Yes
5527-ACHSO,0,Senior Citizen,No
1328-EUZHC,0,Senior Citizen,No
8779-QRDMV,1,Senior Citizen,Yes
1227-UDMZR,0,Senior Citizen,No
2253-KPMNB,0,Senior Citizen,No
7140-ADSMJ,0,Senior Citizen,No
6210-KBBPI,1,Senior Citizen,Yes
5260-UMPWX,0,Senior Citizen,No
8318-LCNBW,0,Senior Citizen,No
6331-EWIEB,1,Senior Citizen,No
6772-KSATR,1,Senior Citizen,No
7905-TVXTA,0,Senior Citizen,No
7392-YYPYJ,0,Senior Citizen,No
0361-HJRDX,0,Senior Citizen,No
0365-GXEZS,0,Senior Citizen,No
9451-LPGOO,1,Senior Citizen,No
2896-TBNBE,0,Senior Citizen,No
6551-ZCOTS,0,Senior Citizen,Yes
6557-BZXLQ,0,Senior Citizen,Yes
3786-WOVKF,0,Senior Citizen,Yes
1379-FRVEB,0,Senior Citizen,No
6726-NNFWD,0,Senior Citizen,Yes
0979-PHULV,1,Senior Citizen,No
2215-ZAFGX,0,Senior Citizen,No
2055-PDADH,1,Senior Citizen,Yes
4282-ACRXS,0,Senior Citizen,Yes
3143-ILDAL,1,Senior Citizen,No
2362-IBOOY,1,Senior Citizen,No
0404-AHASP,0,Senior Citizen,No
8970-ANWXO,0,Senior Citizen,No
6651-RLGGM,0,Senior Citizen,No
2696-ECXKC,0,Senior Citizen,No
6253-WRFHY,0,Senior Citizen,No
0531-XBKMM,0,Senior Citizen,No
9261-WDCAF,0,Senior Citizen,No
4429-WYGFR,0,Senior Citizen,No
5669-SRAIP,1,Senior Citizen,No
1984-GPTEH,0,Senior Citizen,No
5986-WWXDV,0,Senior Citizen,No
2692-BUCFV,0,Senior Citizen,Yes
2969-VAPYH,0,Senior Citizen,No
6131-FOYAS,0,Senior Citizen,No
2138-VFAPZ,0,Senior Citizen,No
2466-NEJOJ,0,Senior Citizen,No
2592-SEIFQ,1,Senior Citizen,No
4177-JPDFU,0,Senior Citizen,No
4299-OPXEJ,0,Senior Citizen,No
0946-FKYTX,0,Senior Citizen,No
1297-VQDRP,0,Senior Citizen,Yes
3920-HIHMQ,0,Senior Citizen,No
8132-YPVBX,0,Senior Citizen,No
9677-AVKED,0,Senior Citizen,No
2302-ANTDP,1,Senior Citizen,Yes
0687-ZVTHB,1,Senior Citizen,No
5016-IBERQ,0,Senior Citizen,No
0475-RIJEP,1,Senior Citizen,No
0281-CNTZX,0,Senior Citizen,No
6322-PJJDJ,0,Senior Citizen,No
2616-FLVQC,0,Senior Citizen,No
3853-LYGAM,0,Senior Citizen,No
2320-TZRRH,0,Senior Citizen,No
6243-OZGFH,0,Senior Citizen,No
2522-AHJXR,0,Senior Citizen,No
7180-PISOG,1,Senior Citizen,No
5899-MQZZL,1,Senior Citizen,No
8777-PVYGU,0,Senior Citizen,No
1140-UKVZG,0,Senior Citizen,No
9128-CPXKI,0,Senior Citizen,No
2817-NTQDO,1,Senior Citizen,No
6907-CQGPN,0,Senior Citizen,No
8931-GJJIQ,1,Senior Citizen,No
8552-OBVRU,0,Senior Citizen,Yes
6898-MDLZW,0,Senior Citizen,No
7054-ENNGU,0,Senior Citizen,No
9419-IPPBE,0,Senior Citizen,No
8219-VYBVI,0,Senior Citizen,No
2171-UDMFD,0,Senior Citizen,No
3424-NMNBO,1,Senior Citizen,Yes
5236-XMZJY,0,Senior Citizen,No
6288-CHQJB,0,Senior Citizen,No
1139-WUOAH,0,Senior Citizen,No
0455-ENTCR,0,Senior Citizen,No
3279-DYZQM,0,Senior Citizen,No
9953-ZMKSM,0,Senior Citizen,No
3932-IJWDZ,0,Senior Citizen,No
3524-WQDSG,0,Senior Citizen,No
7742-MYPGI,0,Senior Citizen,No
6008-NAIXK,0,Senior Citizen,Yes
2107-FBPTK,0,Senior Citizen,Yes
3744-ZRRDZ,1,Senior Citizen,No
8610-WFCJF,1,Senior Citizen,No
0336-PIKEI,0,Senior Citizen,Yes
7018-WBJNK,0,Senior Citizen,No
7279-BUYWN,1,Senior Citizen,Yes
1814-WFGVS,0,Senior Citizen,No
4086-YQSNZ,1,Senior Citizen,Yes
2018-PZKMU,0,Senior Citizen,No
1064-FBXNK,0,Senior Citizen,No
9776-CLUJA,1,Senior Citizen,Yes
7996-BPXHY,0,Senior Citizen,No
9495-REDIY,0,Senior Citizen,No
5570-PTWEH,1,Senior Citizen,No
1629-DQQVB,0,Senior Citizen,No
8565-WUXZU,0,Senior Citizen,Yes
2990-IAJSV,0,Senior Citizen,No
0219-YTZUE,1,Senior Citizen,No
5143-EGQFK,1,Senior Citizen,Yes
6390-DSAZX,1,Senior Citizen,No
0585-EGDDA,0,Senior Citizen,No
5569-KGJHX,1,Senior Citizen,No
1591-MQJTP,0,Senior Citizen,Yes
0420-HLGXF,0,Senior Citizen,Yes
9822-WMWVG,0,Senior Citizen,No
4989-LIXVT,0,Senior Citizen,Yes
5565-FILXA,1,Senior Citizen,Yes
2462-XIIJB,1,Senior Citizen,No
7269-JISCY,0,Senior Citizen,No
2675-DHUTR,0,Senior Citizen,Yes
7932-WPTDS,1,Senior Citizen,Yes
8752-GHJFU,0,Senior Citizen,Yes
0815-MFZGM,0,Senior Citizen,No
9405-GPBBG,0,Senior Citizen,No
2495-TTHBQ,0,Senior Citizen,No
1320-HTRDR,1,Senior Citizen,No
0515-YPMCW,1,Senior Citizen,No
2790-XUYMV,0,Senior Citizen,No
9365-CSLBQ,0,Senior Citizen,No
6461-PPAXN,0,Senior Citizen,No
4685-ERGHK,0,Senior Citizen,No
2886-KEFUM,1,Senior Citizen,No
6855-VLGOS,0,Senior Citizen,No
0384-LPITE,0,Senior Citizen,No
6112-KTHFQ,0,Senior Citizen,No
7369-TRPFD,0,Senior Citizen,No
8357-EQXFO,1,Senior Citizen,No
5820-PTRYM,0,Senior Citizen,Yes
9524-EGPJC,1,Senior Citizen,No
7878-JGDKK,0,Senior Citizen,No
5539-HIVAK,0,Senior Citizen,Yes
1625-JAIIY,1,Senior Citizen,No
9739-JLPQJ,0,Senior Citizen,No
2357-COQEK,1,Senior Citizen,Yes
8169-SAEJD,0,Senior Citizen,Yes
6339-YPSAH,0,Senior Citizen,No
3806-YAZOV,0,Senior Citizen,No
5176-OLSKT,0,Senior Citizen,No
5294-IMHHT,0,Senior Citizen,No
4753-PADAS,0,Senior Citizen,No
7353-YOWFP,0,Senior Citizen,No
5914-GXMDA,0,Senior Citizen,No
5696-EXCYS,0,Senior Citizen,No
9888-ZCUMM,0,Senior Citizen,No
1410-RSCMR,0,Senior Citizen,No
2520-SGTTA,0,Senior Citizen,No
2433-KMEAS,1,Senior Citizen,No
2432-TFSMK,0,Senior Citizen,No
3733-ZEECP,0,Senior Citizen,No
9495-SKLKD,0,Senior Citizen,No
1304-BCCFO,0,Senior Citizen,No
4860-IJUDE,0,Senior Citizen,No
3750-CKVKH,1,Senior Citizen,No
4086-ATNFV,0,Senior Citizen,No
3164-AALRN,1,Senior Citizen,No
3717-LNXKW,0,Senior Citizen,No
0259-GBZSH,1,Senior Citizen,No
3317-HRTNN,1,Senior Citizen,Yes
4881-GQJTW,0,Senior Citizen,No
9839-ETQOE,0,Senior Citizen,No
6121-VZNQB,1,Senior Citizen,No
6907-NZZIJ,1,Senior Citizen,No
7246-ZGQDF,0,Senior Citizen,No
1208-NBVFH,0,Senior Citizen,No
7024-OHCCK,1,Senior Citizen,Yes
4231-LZUYM,0,Senior Citizen,No
0057-QBUQH,0,Senior Citizen,No
7445-WMRBW,0,Senior Citizen,No
5012-YSPJJ,0,Senior Citizen,No
6418-HNFED,0,Senior Citizen,No
5046-NUHWD,0,Senior Citizen,Yes
4581-SSPWD,1,Senior Citizen,No
8859-YSTWS,0,Senior Citizen,No
1357-BIJKI,0,Senior Citizen,No
3154-CFSZG,0,Senior Citizen,No
9909-DFRJA,0,Senior Citizen,No
7055-HNEOJ,0,Senior Citizen,No
1769-GRUIK,0,Senior Citizen,No
2387-KDZQY,0,Senior Citizen,No
2308-STERM,0,Senior Citizen,No
8999-EXMNO,0,Senior Citizen,No
4929-ROART,0,Senior Citizen,No
2133-TSRRM,0,Senior Citizen,No
6217-TOWGS,0,Senior Citizen,No
6257-RJOHI,0,Senior Citizen,No
5039-LZRQT,0,Senior Citizen,No
3797-VTIDR,1,Senior Citizen,No
5140-FOMCQ,0,Senior Citizen,No
1089-XZWHH,0,Senior Citizen,No
6844-DZKRF,0,Senior Citizen,No
1335-MXCSE,0,Senior Citizen,No
8861-HGGKB,1,Senior Citizen,No
7808-DVWEP,0,Senior Citizen,No
4335-BSMJS,0,Senior Citizen,No
0841-NULXI,1,Senior Citizen,No
1474-JUWSM,0,Senior Citizen,No
6603-QWSPR,0,Senior Citizen,No
6416-YJTTB,0,Senior Citizen,No
3521-MNKLV,0,Senior Citizen,No
3865-QBWSJ,0,Senior Citizen,Yes
3812-LRZIR,0,Senior Citizen,No
8347-GDTMP,0,Senior Citizen,No
0064-YIJGF,0,Senior Citizen,No
7789-CRUVC,0,Senior Citizen,Yes
1960-UOTYM,0,Senior Citizen,No
3301-VKTGC,0,Senior Citizen,No
4795-KTRTH,1,Senior Citizen,Yes
4415-IJZTP,1,Senior Citizen,No
4628-WQCQQ,1,Senior Citizen,No
5945-AZYHT,0,Senior Citizen,No
6047-YHPVI,1,Senior Citizen,No
4445-ZJNMU,0,Senior Citizen,No
5318-IXUZF,1,Senior Citizen,No
2474-BRUCM,1,Senior Citizen,Yes
4785-FCIFB,0,Senior Citizen,No
8063-GBATB,1,Senior Citizen,Yes
8963-MQVYN,0,Senior Citizen,No
7691-XVTZH,0,Senior Citizen,No
0151-ONTOV,1,Senior Citizen,No
6179-GJPSO,1,Senior Citizen,Yes
9847-HNVGP,0,Senior Citizen,No
4660-IRIBM,0,Senior Citizen,No
2081-VEYEH,0,Senior Citizen,No
6629-LADHQ,0,Senior Citizen,No
3967-KXAPS,0,Senior Citizen,No
8058-DMYRU,0,Senior Citizen,Yes
8185-UPYBR,1,Senior Citizen,No
3780-DDGSE,0,Senior Citizen,Yes
5419-KLXBN,1,Senior Citizen,No
5301-GAUUY,1,Senior Citizen,No
7644-OMVMY,0,Senior Citizen,No
3088-LHEFH,0,Senior Citizen,No
2636-OHFMN,1,Senior Citizen,No
2683-JXWQQ,0,Senior Citizen,No
6583-KQJLK,0,Senior Citizen,Yes
3462-BJQQA,0,Senior Citizen,No
3663-MITLP,1,Senior Citizen,No
4526-RMTLL,0,Senior Citizen,No
0887-WBJVH,0,Senior Citizen,No
3429-IFLEM,0,Senior Citizen,No
9692-TUSXH,1,Senior Citizen,No
2737-YNGYW,1,Senior Citizen,No
0237-YFUTL,0,Senior Citizen,No
9777-IQHWP,0,Senior Citizen,No
6096-EGVTU,0,Senior Citizen,No
8402-OOOHJ,0,Senior Citizen,No
6366-ZGQGL,1,Senior Citizen,No
6969-MVBAI,0,Senior Citizen,Yes
0913-XWSCN,0,Senior Citizen,No
1696-HXOWK,0,Senior Citizen,No
0628-CNQRM,1,Senior Citizen,No
0380-NEAVX,0,Senior Citizen,Yes
7100-FQPRV,0,Senior Citizen,No
4118-CEVPF,0,Senior Citizen,Yes
2865-TCHJW,1,Senior Citizen,Yes
6559-PDZLR,0,Senior Citizen,No
2908-WGAXL,0,Senior Citizen,No
5902-WBLSE,0,Senior Citizen,No
1346-PJWTK,0,Senior Citizen,No
4859-ZSRDZ,0,Senior Citizen,No
4815-YOSUK,0,Senior Citizen,No
9512-PHSMG,0,Senior Citizen,No
0015-UOCOJ,0,Senior Citizen,Yes
1301-LOPVR,0,Senior Citizen,No
8663-UPDGF,0,Senior Citizen,No
2111-DWYHN,0,Senior Citizen,No
4389-UEFCZ,0,Senior Citizen,No
6240-EURKS,1,Senior Citizen,No
7240-FQLHE,1,Senior Citizen,Yes
3278-FSIXX,0,Senior Citizen,No
2626-URJFX,1,Senior Citizen,No
3400-ESFUW,1,Senior Citizen,No
6447-EGDIV,0,Senior Citizen,No
1221-GHZEP,0,Senior Citizen,No
1708-PBBOA,0,Senior Citizen,No
5628-RKIFK,0,Senior Citizen,Yes
9339-FIIJL,0,Senior Citizen,No
0831-JNISG,0,Senior Citizen,No
1270-XKUCC,0,Senior Citizen,No
3677-TNKIO,1,Senior Citizen,No
2851-MMUTZ,0,Senior Citizen,No
6928-ONTRW,0,Senior Citizen,No
8631-WUXGY,0,Senior Citizen,No
8963-JLGJT,0,Senior Citizen,No
9418-RUKPH,0,Senior Citizen,No
2920-RNCEZ,0,Senior Citizen,No
3030-YZADT,1,Senior Citizen,No
8722-PRFDV,0,Senior Citizen,No
9097-ZUBYC,0,Senior Citizen,No
3458-IDMFK,0,Senior Citizen,No
4903-UYAVB,1,Senior Citizen,No
0148-DCDOS,1,Senior Citizen,No
6147-CBCRA,0,Senior Citizen,No
3308-JSGML,0,Senior Citizen,Yes
7113-HIPFI,0,Senior Citizen,No
9117-SHLZX,1,Senior Citizen,No
